id,Credit_rating,Age,Income,Credit_cards,Education,Car_loans
1497,Good,33.27467353,Medium,Less than 5,College,None or 1
1498,Good,26.12266957,Medium,5 or more,High school,More than 2
1499,Good,20.72122849,Medium,5 or more,High school,More than 2
1500,Good,45.77238316,Medium,5 or more,High school,More than 2
1501,Good,53.75484664,High,5 or more,High school,More than 2
1502,Good,43.55465888,Medium,5 or more,College,None or 1
1503,Good,32.07292372,High,Less than 5,College,More than 2
1504,Good,33.75867966,Medium,Less than 5,High school,More than 2
1505,Good,26.89286612,Medium,Less than 5,High school,None or 1
1506,Good,39.25883086,Medium,Less than 5,College,None or 1
1507,Good,57.39400524,High,5 or more,College,More than 2
1508,Good,29.0259396,Medium,5 or more,College,More than 2
1509,Good,50.24091476,Medium,Less than 5,College,None or 1
1510,Good,57.09630219,High,5 or more,High school,None or 1
1511,Good,47.29684389,Low,5 or more,High school,More than 2
1512,Good,62.45123057,Medium,5 or more,High school,None or 1
1513,Good,39.69165411,Medium,5 or more,College,More than 2
1514,Good,42.83703844,High,5 or more,College,More than 2
1515,Good,35.69932787,Medium,5 or more,College,None or 1
1516,Good,25.09671619,High,Less than 5,High school,None or 1
1517,Good,39.61181823,Medium,5 or more,College,More than 2
1518,Good,39.30375075,High,Less than 5,College,None or 1
1519,Good,46.99203121,High,Less than 5,High school,None or 1
1520,Good,25.8399419,Medium,5 or more,College,More than 2
1521,Good,40.2551915,Medium,5 or more,High school,More than 2
1522,Good,37.69935895,Medium,5 or more,High school,More than 2
1523,Good,38.2551415,Medium,Less than 5,High school,None or 1
1524,Good,36.30782661,Medium,5 or more,College,More than 2
1525,Good,44.53650309,High,5 or more,College,More than 2
1526,Good,47.47078656,High,5 or more,High school,More than 2
1527,Good,28.44405677,High,Less than 5,College,None or 1
1528,Good,42.8722876,High,Less than 5,College,None or 1
1529,Good,43.60282327,Medium,5 or more,High school,More than 2
1530,Good,37.52101663,High,5 or more,College,More than 2
1531,Good,38.2597639,High,Less than 5,High school,None or 1
1532,Good,27.43539683,High,5 or more,High school,More than 2
1533,Good,25.5744033,High,5 or more,College,More than 2
1534,Good,38.60290189,High,Less than 5,College,None or 1
1535,Good,31.91142334,High,5 or more,College,More than 2
1536,Good,33.54694975,High,Less than 5,College,None or 1
1537,Good,33.50341821,High,Less than 5,College,None or 1
1538,Good,31.50018865,High,Less than 5,College,None or 1
1539,Good,30.39644283,High,5 or more,College,More than 2
1540,Good,23.9082559,High,5 or more,High school,More than 2
1541,Good,24.9501308,Medium,Less than 5,High school,More than 2
1542,Good,38.32225116,High,5 or more,College,More than 2
1543,Good,41.05942784,High,5 or more,High school,More than 2
1544,Good,37.9710447,Medium,Less than 5,College,None or 1
1545,Good,41.88463806,Medium,Less than 5,High school,None or 1
1546,Good,28.08069543,Medium,Less than 5,High school,None or 1
1547,Good,33.03716078,High,Less than 5,College,More than 2
1548,Good,41.31254833,High,Less than 5,College,None or 1
1549,Good,38.87352253,High,5 or more,High school,More than 2
1550,Good,41.69354226,High,5 or more,College,None or 1
1551,Good,46.11235055,High,5 or more,College,More than 2
1552,Good,31.41317895,High,Less than 5,High school,None or 1
1553,Good,40.6117217,High,5 or more,High school,More than 2
1554,Good,23.90080304,Medium,Less than 5,High school,None or 1
1555,Good,30.10755493,Medium,5 or more,College,More than 2
1556,Good,27.41871587,Medium,Less than 5,High school,More than 2
1557,Good,20.88301561,Medium,5 or more,College,More than 2
1558,Good,34.05508874,Medium,Less than 5,High school,None or 1
1559,Good,39.41000178,High,Less than 5,High school,None or 1
1560,Good,29.42016378,High,Less than 5,High school,None or 1
1561,Good,28.8306801,High,Less than 5,College,None or 1
1562,Good,39.82112431,Medium,5 or more,High school,More than 2
1563,Good,35.39234871,Medium,Less than 5,College,None or 1
1564,Good,30.86493414,Medium,5 or more,High school,More than 2
1565,Good,39.98894492,Medium,Less than 5,College,More than 2
1566,Good,27.97225973,High,Less than 5,College,None or 1
1567,Good,47.97329221,Medium,5 or more,College,More than 2
1568,Good,38.07934097,High,Less than 5,College,More than 2
1569,Good,31.20049214,Medium,Less than 5,College,None or 1
1570,Good,25.2706903,High,Less than 5,High school,None or 1
1571,Good,27.76333644,Medium,Less than 5,High school,None or 1
1572,Good,35.37688109,Medium,5 or more,College,More than 2
1573,Good,34.65481712,High,Less than 5,High school,None or 1
1574,Good,40.06881378,Medium,Less than 5,College,None or 1
1575,Good,31.8291835,High,5 or more,High school,More than 2
1576,Good,36.28896098,Medium,Less than 5,High school,None or 1
1577,Good,37.735304,High,Less than 5,High school,None or 1
1578,Good,46.41457877,Medium,Less than 5,College,None or 1
1579,Good,42.08136353,Medium,Less than 5,High school,None or 1
1580,Good,37.22635676,Medium,5 or more,College,More than 2
1581,Good,36.6189481,Medium,5 or more,High school,None or 1
1582,Good,49.58089642,Medium,Less than 5,High school,None or 1
1583,Good,32.5683627,Medium,5 or more,College,More than 2
1584,Good,25.89417578,Medium,5 or more,High school,More than 2
1585,Good,30.41480601,Low,5 or more,College,None or 1
1586,Good,32.30734012,High,Less than 5,College,None or 1
1587,Good,33.21151764,Medium,Less than 5,High school,None or 1
1588,Good,42.09264307,Medium,Less than 5,College,None or 1
1589,Good,33.4578938,Medium,5 or more,College,More than 2
1590,Good,25.18878561,High,5 or more,High school,More than 2
1591,Good,35.96165745,Medium,5 or more,College,More than 2
1592,Good,23.65885197,Medium,5 or more,High school,More than 2
1593,Good,34.35041486,Medium,5 or more,College,More than 2
1594,Good,45.27150225,Medium,5 or more,High school,None or 1
1595,Good,33.30604022,High,Less than 5,College,None or 1
1596,Good,31.28645344,High,5 or more,High school,More than 2
1597,Good,33.34299824,Medium,5 or more,High school,More than 2
1598,Good,42.18087696,High,5 or more,High school,None or 1
1599,Good,47.18935838,High,Less than 5,College,None or 1
1600,Good,39.92876549,High,5 or more,College,More than 2
1601,Good,39.48248873,Medium,Less than 5,High school,None or 1
1602,Good,41.59571388,Medium,5 or more,College,More than 2
1603,Good,32.16699683,High,Less than 5,High school,None or 1
1604,Good,34.09266934,Medium,5 or more,College,More than 2
1605,Good,38.7395999,High,5 or more,College,More than 2
1606,Good,36.03496806,Medium,Less than 5,College,None or 1
1607,Good,45.83187009,High,5 or more,College,More than 2
1608,Good,28.5675623,High,Less than 5,College,None or 1
1609,Good,40.45083754,High,5 or more,High school,More than 2
1610,Good,32.2302366,High,5 or more,High school,More than 2
1611,Good,25.77134842,Medium,Less than 5,High school,None or 1
1612,Good,20.65323699,High,Less than 5,High school,None or 1
1613,Good,43.74262083,High,Less than 5,High school,None or 1
1614,Good,30.89131548,Medium,Less than 5,College,None or 1
1615,Good,26.77055285,High,5 or more,College,More than 2
1616,Good,45.16981488,Medium,Less than 5,High school,None or 1
1617,Good,38.38356809,High,Less than 5,High school,None or 1
1618,Good,48.19828955,Medium,5 or more,High school,More than 2
1619,Good,29.71347181,High,5 or more,High school,More than 2
1620,Good,41.66407333,Medium,Less than 5,High school,None or 1
1621,Good,29.80558751,High,Less than 5,High school,None or 1
1622,Good,45.5700711,Medium,5 or more,College,More than 2
1623,Good,37.13481911,High,5 or more,College,More than 2
1624,Good,32.50193506,High,Less than 5,College,More than 2
1625,Good,30.34701656,High,5 or more,College,More than 2
1626,Good,41.90984979,Medium,5 or more,High school,None or 1
1627,Good,37.06462876,Medium,Less than 5,High school,None or 1
1628,Good,28.40880251,Medium,5 or more,High school,None or 1
1629,Good,24.16613486,Medium,5 or more,High school,More than 2
1630,Good,32.3016471,High,Less than 5,High school,None or 1
1631,Good,35.86050565,Medium,5 or more,College,More than 2
1632,Good,24.20051598,Medium,Less than 5,High school,More than 2
1633,Good,39.31615319,High,5 or more,High school,More than 2
1634,Good,37.18847629,Medium,Less than 5,High school,None or 1
1635,Good,46.51586885,Medium,Less than 5,College,More than 2
1636,Good,34.29083337,High,Less than 5,College,None or 1
1637,Good,27.20992841,Medium,5 or more,College,More than 2
1638,Good,39.22347113,Low,Less than 5,College,None or 1
1639,Good,32.82488395,Medium,Less than 5,College,None or 1
1640,Good,22.77102416,High,5 or more,College,None or 1
1641,Good,42.34561669,Medium,5 or more,High school,More than 2
1642,Good,53.41723302,High,5 or more,High school,More than 2
1643,Good,46.01793466,Low,Less than 5,College,None or 1
1644,Good,23.04992905,High,Less than 5,High school,None or 1
1645,Good,44.46323174,Medium,Less than 5,High school,None or 1
1646,Good,24.31198532,High,5 or more,College,None or 1
1647,Good,42.79927587,High,5 or more,High school,More than 2
1648,Good,53.66602201,Low,Less than 5,College,None or 1
1649,Good,43.12799696,High,Less than 5,High school,None or 1
1650,Good,34.89437567,Low,Less than 5,College,None or 1
1651,Good,42.38511806,Low,5 or more,College,More than 2
1652,Good,41.51140853,High,5 or more,College,More than 2
1653,Good,34.81272097,Medium,5 or more,High school,More than 2
1654,Good,25.71170908,High,5 or more,College,None or 1
1655,Good,33.68702314,Medium,Less than 5,High school,None or 1
1656,Good,32.19230115,High,Less than 5,High school,None or 1
1657,Good,51.65613258,Medium,5 or more,College,More than 2
1658,Good,37.89088958,Medium,Less than 5,High school,None or 1
1659,Good,34.21330883,High,5 or more,High school,More than 2
1660,Good,47.75195312,High,5 or more,College,None or 1
1661,Good,27.72467976,Low,5 or more,College,More than 2
1662,Good,28.01099347,High,5 or more,College,More than 2
1663,Good,25.93282223,Medium,Less than 5,High school,None or 1
1664,Good,44.34253422,High,Less than 5,High school,None or 1
1665,Good,29.21671796,Medium,5 or more,High school,More than 2
1666,Good,31.80181333,High,Less than 5,High school,None or 1
1667,Good,23.80878707,Medium,5 or more,High school,More than 2
1668,Good,29.08098618,High,Less than 5,College,None or 1
1669,Good,37.97990875,High,Less than 5,High school,None or 1
1670,Good,30.99008374,High,Less than 5,College,None or 1
1671,Good,52.69126065,Medium,5 or more,High school,More than 2
1672,Good,25.31498492,Medium,5 or more,High school,More than 2
1673,Good,26.0311078,High,5 or more,High school,None or 1
1674,Good,23.69455253,High,5 or more,College,More than 2
1675,Good,25.83038095,High,5 or more,High school,More than 2
1676,Good,23.62136683,Medium,Less than 5,College,None or 1
1677,Good,31.81647326,Medium,Less than 5,College,None or 1
1678,Good,40.44382206,High,5 or more,College,More than 2
1679,Good,23.11989151,High,Less than 5,College,None or 1
1680,Good,26.89328504,High,Less than 5,High school,None or 1
1681,Good,38.72900495,High,Less than 5,High school,None or 1
1682,Good,32.33743765,Medium,5 or more,College,More than 2
1683,Good,42.19125403,Medium,Less than 5,High school,None or 1
1684,Good,41.94314687,Medium,Less than 5,High school,None or 1
1685,Good,31.33507373,Medium,5 or more,High school,More than 2
1686,Good,36.42147586,High,Less than 5,High school,None or 1
1687,Good,43.0040426,High,5 or more,College,None or 1
1688,Good,53.21188012,High,Less than 5,High school,None or 1
1689,Good,48.83351196,Medium,5 or more,College,More than 2
1690,Good,33.18518662,Medium,5 or more,High school,More than 2
1691,Good,27.12014326,Medium,Less than 5,College,None or 1
1692,Good,36.55376157,High,5 or more,High school,More than 2
1693,Good,28.77800174,Medium,Less than 5,High school,None or 1
1694,Good,60.79575187,High,Less than 5,High school,None or 1
1695,Good,44.5024216,Medium,5 or more,College,More than 2
1696,Good,40.97779938,High,Less than 5,College,None or 1
1697,Good,31.08322453,Medium,Less than 5,College,None or 1
1698,Good,43.07024026,Medium,5 or more,High school,More than 2
1699,Good,41.30306047,High,Less than 5,High school,None or 1
1700,Good,38.47033571,High,5 or more,High school,More than 2
1701,Good,28.57257336,Low,5 or more,College,More than 2
1702,Good,34.67861533,Medium,Less than 5,College,None or 1
1703,Good,29.58298135,Medium,Less than 5,High school,None or 1
1704,Good,35.52291543,Medium,5 or more,College,More than 2
1705,Good,43.51741005,Medium,5 or more,High school,More than 2
1706,Good,31.27930305,High,Less than 5,College,None or 1
1707,Good,27.88147592,Medium,5 or more,High school,More than 2
1708,Good,22.73153492,High,Less than 5,High school,None or 1
1709,Good,42.50437151,Medium,5 or more,High school,None or 1
1710,Good,34.86150783,Medium,5 or more,High school,More than 2
1711,Good,49.69991137,High,Less than 5,High school,None or 1
1712,Good,41.43354837,Medium,Less than 5,High school,None or 1
1713,Good,43.5165463,Medium,5 or more,High school,More than 2
1714,Good,40.11855826,High,5 or more,High school,More than 2
1715,Good,29.59668427,Medium,5 or more,High school,None or 1
1716,Good,43.04138584,High,Less than 5,College,None or 1
1717,Good,39.14617865,Medium,5 or more,High school,More than 2
1718,Good,37.49213338,Low,5 or more,College,More than 2
1719,Good,40.97349739,High,5 or more,High school,More than 2
1720,Good,34.31496206,Medium,Less than 5,College,None or 1
1721,Good,42.70652623,High,5 or more,College,More than 2
1722,Good,40.13028361,High,5 or more,College,More than 2
1723,Good,49.72245732,Medium,5 or more,College,More than 2
1724,Good,40.93032619,Medium,Less than 5,College,None or 1
1725,Good,45.48382397,High,Less than 5,High school,None or 1
1726,Good,21.68188096,High,Less than 5,High school,None or 1
1727,Good,38.42006464,High,Less than 5,College,None or 1
1728,Good,41.69547307,Medium,5 or more,High school,More than 2
1729,Good,37.38615899,Low,5 or more,High school,More than 2
1730,Good,50.51117705,High,5 or more,High school,More than 2
1731,Good,35.76562074,High,5 or more,High school,More than 2
1732,Good,43.52982757,Medium,Less than 5,High school,None or 1
1733,Good,27.76189747,Medium,5 or more,College,More than 2
1734,Good,34.19815432,High,Less than 5,High school,None or 1
1735,Good,59.22692154,High,5 or more,High school,More than 2
1736,Good,32.79102244,Medium,Less than 5,College,None or 1
1737,Good,36.99623763,Medium,Less than 5,College,None or 1
1738,Good,36.78824005,High,5 or more,High school,More than 2
1739,Good,34.17575757,High,5 or more,High school,More than 2
1740,Good,47.33794191,Low,5 or more,High school,More than 2
1741,Good,32.82362009,Low,5 or more,High school,More than 2
1742,Good,32.60358285,Medium,Less than 5,High school,More than 2
1743,Good,28.07920582,High,5 or more,College,More than 2
1744,Good,27.47768065,High,5 or more,High school,More than 2
1745,Good,34.24236539,High,Less than 5,High school,None or 1
1746,Good,50.17444488,Low,Less than 5,High school,None or 1
1747,Good,26.58908847,Low,5 or more,College,More than 2
1748,Good,29.60823672,High,5 or more,College,More than 2
1749,Good,26.73289916,Medium,5 or more,High school,More than 2
1750,Good,44.95831186,Medium,Less than 5,College,More than 2
1751,Good,36.2281448,Low,5 or more,College,More than 2
1752,Good,27.77325674,Medium,Less than 5,College,None or 1
1753,Good,23.30688693,Medium,Less than 5,High school,None or 1
1754,Good,44.86112409,High,5 or more,College,None or 1
1755,Good,33.30629805,Medium,5 or more,College,More than 2
1756,Good,29.77840781,High,Less than 5,College,None or 1
1757,Good,33.52925369,High,5 or more,College,More than 2
1758,Good,41.39358712,High,Less than 5,High school,More than 2
1759,Good,22.84254695,High,5 or more,College,More than 2
1760,Good,24.13060193,Medium,Less than 5,College,None or 1
1761,Good,25.04578741,High,5 or more,College,More than 2
1762,Good,20.2182372,Low,Less than 5,High school,None or 1
1763,Good,45.02682175,High,5 or more,College,None or 1
1764,Good,28.60561644,High,5 or more,College,More than 2
1765,Good,28.23320177,Medium,5 or more,College,More than 2
1766,Good,33.80256527,High,5 or more,College,More than 2
1767,Good,41.25259446,High,5 or more,High school,More than 2
1768,Good,43.44410203,Medium,5 or more,College,More than 2
1769,Good,26.90304041,Medium,Less than 5,College,None or 1
1770,Good,45.43199554,High,Less than 5,College,None or 1
1771,Good,47.79725039,Low,Less than 5,High school,None or 1
1772,Good,42.85165439,Medium,Less than 5,High school,None or 1
1773,Good,35.75846829,Medium,Less than 5,College,None or 1
1774,Good,29.16997737,High,5 or more,High school,More than 2
1775,Good,24.10695519,High,Less than 5,High school,None or 1
1776,Good,39.11252586,Medium,5 or more,High school,More than 2
1777,Good,48.908592,High,Less than 5,College,None or 1
1778,Good,47.86018052,Medium,5 or more,College,More than 2
1779,Good,42.04136203,Medium,Less than 5,High school,None or 1
1780,Good,41.99286017,High,5 or more,College,More than 2
1781,Good,28.63997316,High,5 or more,College,More than 2
1782,Good,28.55743719,High,5 or more,College,More than 2
1783,Good,45.55462472,Medium,Less than 5,High school,None or 1
1784,Good,30.78480476,High,5 or more,College,More than 2
1785,Good,28.19354045,High,5 or more,College,More than 2
1786,Good,32.83146344,High,5 or more,College,More than 2
1787,Good,40.62349234,High,5 or more,College,More than 2
1788,Good,25.00902536,Medium,Less than 5,College,None or 1
1789,Good,34.97192252,High,Less than 5,High school,None or 1
1790,Good,30.86491584,Medium,5 or more,College,More than 2
1791,Good,43.0861238,High,Less than 5,College,None or 1
1792,Good,38.97616229,Medium,Less than 5,College,None or 1
1793,Good,21.92384713,High,Less than 5,High school,None or 1
1794,Good,29.28110153,Medium,5 or more,College,More than 2
1795,Good,44.1127535,High,Less than 5,High school,More than 2
1796,Good,26.07377666,High,5 or more,High school,More than 2
1797,Good,39.69587412,Medium,Less than 5,High school,None or 1
1798,Good,30.62786416,High,5 or more,High school,More than 2
1799,Good,42.73031304,Medium,Less than 5,College,None or 1
1800,Good,35.72338527,Medium,5 or more,College,More than 2
1801,Good,30.48237255,Medium,5 or more,College,None or 1
1802,Good,22.51913149,High,5 or more,High school,More than 2
1803,Good,36.50436844,Medium,5 or more,College,More than 2
1804,Good,34.42914249,Medium,Less than 5,High school,None or 1
1805,Good,45.29630056,Medium,Less than 5,High school,None or 1
1806,Good,39.90640658,Medium,5 or more,High school,More than 2
1807,Good,35.14188753,Medium,Less than 5,High school,None or 1
1808,Good,42.96770866,High,Less than 5,High school,None or 1
1809,Good,58.36072801,Medium,5 or more,College,More than 2
1810,Good,35.17660674,Medium,5 or more,High school,More than 2
1811,Good,31.64494896,Medium,5 or more,College,More than 2
1812,Good,36.90168411,High,5 or more,College,More than 2
1813,Good,42.82771982,High,5 or more,High school,More than 2
1814,Good,39.83767114,High,Less than 5,High school,None or 1
1815,Good,26.27500533,High,Less than 5,High school,None or 1
1816,Good,34.1110897,Medium,Less than 5,High school,None or 1
1817,Good,49.11391119,Medium,5 or more,College,More than 2
1818,Good,50.14402324,High,5 or more,College,None or 1
1819,Good,27.69885455,High,5 or more,High school,None or 1
1820,Good,46.02924291,Medium,5 or more,High school,More than 2
1821,Good,34.95165357,High,5 or more,College,More than 2
1822,Good,33.1706102,High,Less than 5,College,None or 1
1823,Good,32.52961697,Medium,Less than 5,High school,None or 1
1824,Good,23.60083094,Medium,Less than 5,College,More than 2
1825,Good,33.49726175,High,5 or more,College,More than 2
1826,Good,37.82880571,Medium,5 or more,College,More than 2
1827,Good,37.54273276,High,Less than 5,College,None or 1
1828,Good,21.61076653,High,5 or more,College,More than 2
1829,Good,28.2978431,High,Less than 5,College,None or 1
1830,Good,50.40593506,Medium,Less than 5,High school,None or 1
1831,Good,22.68560082,High,Less than 5,High school,None or 1
1832,Good,43.30315243,High,Less than 5,College,More than 2
1833,Good,42.54331385,High,Less than 5,College,None or 1
1834,Good,32.68913126,High,Less than 5,College,None or 1
1835,Good,54.58214687,High,Less than 5,High school,None or 1
1836,Good,21.27609429,Medium,Less than 5,High school,None or 1
1837,Good,31.95082976,High,Less than 5,College,None or 1
1838,Good,23.81831131,High,5 or more,High school,More than 2
1839,Good,28.97501011,Low,Less than 5,College,None or 1
1840,Good,21.83152329,High,Less than 5,High school,None or 1
1841,Good,26.75712773,Medium,Less than 5,High school,None or 1
1842,Good,39.17829331,High,5 or more,College,More than 2
1843,Good,27.9898721,High,5 or more,High school,More than 2
1844,Good,33.13447214,Medium,Less than 5,College,More than 2
1845,Good,48.5027626,High,5 or more,College,More than 2
1846,Good,41.98261127,High,5 or more,High school,More than 2
1847,Good,35.13908602,High,Less than 5,High school,None or 1
1848,Good,45.15613128,High,5 or more,College,More than 2
1849,Good,32.00537429,Medium,Less than 5,High school,None or 1
1850,Good,41.591496,High,5 or more,High school,More than 2
1851,Good,32.79634067,High,Less than 5,High school,None or 1
1852,Good,46.9359995,Low,5 or more,College,More than 2
1853,Good,34.4711143,Medium,5 or more,College,More than 2
1854,Good,26.52001831,Medium,Less than 5,College,None or 1
1855,Good,38.49739744,High,Less than 5,High school,None or 1
1856,Good,28.67446441,Medium,Less than 5,High school,None or 1
1857,Good,49.78949287,Medium,Less than 5,College,None or 1
1858,Good,45.48692598,Medium,Less than 5,High school,None or 1
1859,Good,37.57738315,High,Less than 5,College,More than 2
1860,Good,52.44643561,Medium,Less than 5,High school,None or 1
1861,Good,30.69056821,Medium,5 or more,High school,More than 2
1862,Good,31.92061417,High,5 or more,College,More than 2
1863,Good,23.68047141,High,Less than 5,College,None or 1
1864,Good,28.68294867,Medium,Less than 5,College,None or 1
1865,Good,46.94631346,High,5 or more,College,More than 2
1866,Good,52.77330264,Medium,Less than 5,High school,None or 1
1867,Good,35.28363281,Medium,Less than 5,High school,None or 1
1868,Good,38.58535383,High,Less than 5,College,None or 1
1869,Good,21.5397859,High,Less than 5,High school,None or 1
1870,Good,28.15896375,Medium,5 or more,College,More than 2
1871,Good,55.82523797,Medium,Less than 5,High school,None or 1
1872,Good,39.52352149,High,Less than 5,High school,More than 2
1873,Good,26.33415869,High,Less than 5,College,None or 1
1874,Good,41.33198627,High,5 or more,College,More than 2
1875,Good,28.65704177,High,Less than 5,High school,None or 1
1876,Good,38.78687975,High,5 or more,High school,More than 2
1877,Good,30.43707584,High,Less than 5,College,None or 1
1878,Good,39.20396626,High,5 or more,High school,More than 2
1879,Good,30.15533292,Medium,Less than 5,High school,None or 1
1880,Good,53.62271599,Medium,5 or more,College,More than 2
1881,Good,45.95731738,Medium,Less than 5,High school,None or 1
1882,Good,40.88794442,Medium,5 or more,High school,More than 2
1883,Good,45.17303869,High,5 or more,High school,More than 2
1884,Good,50.87797789,High,5 or more,College,More than 2
1885,Good,39.96333436,Medium,Less than 5,High school,None or 1
1886,Good,32.75084001,Medium,5 or more,College,More than 2
1887,Good,22.7599494,High,Less than 5,High school,None or 1
1888,Good,24.43768615,Medium,5 or more,High school,More than 2
1889,Good,33.4543011,Medium,Less than 5,College,None or 1
1890,Good,32.17115263,Medium,5 or more,High school,More than 2
1891,Good,39.19454801,High,Less than 5,High school,None or 1
1892,Good,33.89423067,High,Less than 5,College,None or 1
1893,Good,28.33025833,High,Less than 5,College,None or 1
1894,Good,36.5391832,Medium,Less than 5,High school,None or 1
1895,Good,35.34844264,High,5 or more,College,More than 2
1896,Good,51.84203721,Medium,Less than 5,High school,None or 1
1897,Good,24.86294962,High,Less than 5,College,None or 1
1898,Good,27.54630194,Medium,Less than 5,College,None or 1
1899,Good,35.56336591,High,5 or more,College,None or 1
1900,Good,40.21087243,High,5 or more,College,More than 2
1901,Good,47.22223099,High,5 or more,College,More than 2
1902,Good,51.07207049,Medium,5 or more,High school,More than 2
1903,Good,36.09416342,High,Less than 5,High school,None or 1
1904,Good,31.93275718,Medium,5 or more,High school,More than 2
1905,Good,35.57543319,Medium,Less than 5,College,None or 1
1906,Good,39.09387987,Medium,Less than 5,High school,None or 1
1907,Good,28.48581614,High,5 or more,College,More than 2
1908,Good,41.06242674,High,Less than 5,High school,None or 1
1909,Good,39.9868193,High,Less than 5,High school,None or 1
1910,Good,41.49244174,Medium,5 or more,High school,More than 2
1911,Good,35.56828523,Medium,Less than 5,College,None or 1
1912,Good,20.42491887,Low,Less than 5,College,None or 1
1913,Good,28.54924999,Medium,Less than 5,High school,None or 1
1914,Good,25.81086387,Medium,Less than 5,High school,None or 1
1915,Good,24.17151597,Medium,Less than 5,High school,None or 1
1916,Good,36.17027051,High,Less than 5,High school,None or 1
1917,Good,27.39070036,High,Less than 5,College,None or 1
1918,Good,50.45747559,Medium,5 or more,College,More than 2
1919,Good,47.55776136,High,5 or more,High school,None or 1
1920,Good,20.46818275,Medium,Less than 5,College,More than 2
1921,Good,37.8565591,Low,5 or more,College,More than 2
1922,Good,31.18707767,High,Less than 5,High school,None or 1
1923,Good,34.63190869,Low,5 or more,High school,More than 2
1924,Good,53.06553375,High,5 or more,High school,More than 2
1925,Good,34.17768728,Medium,5 or more,College,More than 2
1926,Good,39.77981768,High,5 or more,College,None or 1
1927,Good,36.66853868,High,Less than 5,College,None or 1
1928,Good,31.17532899,Medium,Less than 5,College,More than 2
1929,Good,33.4882743,Medium,Less than 5,High school,None or 1
1930,Good,30.87050473,High,5 or more,College,None or 1
1931,Good,26.71816595,High,5 or more,College,None or 1
1932,Good,40.44665347,Medium,Less than 5,College,More than 2
1933,Good,26.10449984,Low,5 or more,College,More than 2
1934,Good,36.80435351,Medium,Less than 5,College,None or 1
1935,Good,40.89720045,Medium,5 or more,College,None or 1
1936,Good,34.7673484,Low,Less than 5,High school,None or 1
1937,Good,20.96857095,High,5 or more,College,More than 2
1938,Good,35.22972993,High,Less than 5,College,None or 1
1939,Good,29.92034206,Low,5 or more,College,More than 2
1940,Good,40.90706834,High,5 or more,College,More than 2
1941,Good,28.01887266,High,5 or more,College,More than 2
1942,Good,38.88355596,High,Less than 5,High school,None or 1
1943,Good,28.66969004,High,5 or more,High school,More than 2
1944,Good,36.09713265,High,5 or more,College,More than 2
1945,Good,38.010349,High,5 or more,High school,More than 2
1946,Good,27.70440287,High,Less than 5,High school,None or 1
1947,Good,34.31873193,Medium,Less than 5,High school,None or 1
1948,Good,32.93090249,High,Less than 5,High school,None or 1
1949,Good,28.57699461,Medium,5 or more,High school,More than 2
1950,Good,20.9774637,Medium,Less than 5,College,None or 1
1951,Good,32.35241538,Medium,Less than 5,High school,None or 1
1952,Good,51.33466324,High,Less than 5,College,None or 1
1953,Good,49.92280176,High,5 or more,High school,More than 2
1954,Good,45.96759068,High,Less than 5,College,None or 1
1955,Good,44.46682696,Medium,Less than 5,College,None or 1
1956,Good,41.36193916,Medium,5 or more,College,None or 1
1957,Good,38.58287232,High,5 or more,High school,More than 2
1958,Good,32.29175531,Medium,5 or more,High school,None or 1
1959,Good,28.06010713,High,Less than 5,High school,None or 1
1960,Good,46.17567411,Medium,5 or more,High school,More than 2
1961,Good,39.72101651,High,Less than 5,High school,None or 1
1962,Good,22.81391766,Medium,5 or more,College,More than 2
1963,Good,44.8502103,Medium,5 or more,High school,More than 2
1964,Good,46.98451297,High,5 or more,High school,More than 2
1965,Good,25.15829488,High,Less than 5,College,None or 1
1966,Good,52.5664884,Medium,Less than 5,College,None or 1
1967,Good,32.68621708,High,Less than 5,High school,None or 1
1968,Good,41.18659531,Low,Less than 5,College,None or 1
1969,Good,47.68508756,Low,5 or more,High school,More than 2
1970,Good,20.69779687,High,Less than 5,College,None or 1
1971,Good,33.2980395,High,Less than 5,College,None or 1
1972,Good,44.95250558,Medium,5 or more,High school,More than 2
1973,Good,42.23273113,Medium,Less than 5,College,None or 1
1974,Good,30.04780867,High,5 or more,High school,More than 2
1975,Good,30.75896754,Medium,5 or more,College,More than 2
1976,Good,35.57371456,High,5 or more,High school,More than 2
1977,Good,33.76343713,Medium,Less than 5,High school,None or 1
1978,Good,24.2177297,High,5 or more,High school,More than 2
1979,Good,24.16250342,Low,Less than 5,College,None or 1
1980,Good,43.97193734,Medium,5 or more,College,More than 2
1981,Good,35.77373472,High,5 or more,College,More than 2
1982,Good,38.4296968,Medium,Less than 5,High school,None or 1
1983,Good,46.88109619,Low,5 or more,High school,None or 1
1984,Good,34.38332848,Medium,Less than 5,High school,None or 1
1985,Good,33.18628797,Low,Less than 5,High school,None or 1
1986,Good,43.8221327,Medium,Less than 5,College,None or 1
1987,Good,34.10003187,High,Less than 5,High school,None or 1
1988,Good,36.42389011,Low,5 or more,High school,More than 2
1989,Good,30.28799836,High,Less than 5,College,None or 1
1990,Good,25.60360072,Low,5 or more,High school,More than 2
1991,Good,30.77630805,Low,Less than 5,College,None or 1
1992,Good,54.12440141,Medium,Less than 5,College,None or 1
1993,Good,43.74032019,Medium,Less than 5,High school,None or 1
1994,Good,47.64662963,High,5 or more,High school,More than 2
1995,Good,27.76095036,Low,5 or more,College,More than 2
